date,variable,value
2/2/23,Hubert,0.0
2/3/23,Hubert,0.0
2/4/23,Hubert,0.0
2/5/23,Hubert,0.0
2/6/23,Hubert,0.0
2/7/23,Hubert,0.0
2/8/23,Hubert,2.0
2/9/23,Hubert,0.0
2/10/23,Hubert,0.0
2/11/23,Hubert,0.0
2/12/23,Hubert,2.0
2/13/23,Hubert,0.0
2/14/23,Hubert,0.0
2/15/23,Hubert,3.0
2/16/23,Hubert,0.0
2/17/23,Hubert,0.0
2/18/23,Hubert,0.0
2/19/23,Hubert,0.0
2/20/23,Hubert,0.0
2/21/23,Hubert,5.0
2/22/23,Hubert,0.0
2/23/23,Hubert,0.0
2/24/23,Hubert,0.0
2/25/23,Hubert,1.0
2/26/23,Hubert,3.0
2/27/23,Hubert,1.0
2/28/23,Hubert,0.0
3/1/23,Hubert,0.0
3/2/23,Hubert,0.0
3/3/23,Hubert,0.0
3/4/23,Hubert,1.0
3/5/23,Hubert,0.0
3/6/23,Hubert,3.0
3/7/23,Hubert,0.0
3/8/23,Hubert,0.0
3/9/23,Hubert,5.0
3/10/23,Hubert,0.0
3/11/23,Hubert,2.0
3/12/23,Hubert,0.0
3/13/23,Hubert,0.0
3/14/23,Hubert,2.0
3/15/23,Hubert,0.0
3/16/23,Hubert,2.0
3/17/23,Hubert,0.0
3/18/23,Hubert,2.0
3/19/23,Hubert,0.0
3/20/23,Hubert,2.0
3/21/23,Hubert,22.0
3/22/23,Hubert,6.0
3/23/23,Hubert,8.0
3/24/23,Hubert,0.0
3/25/23,Hubert,5.0
3/27/23,Hubert,0.0
3/28/23,Hubert,5.0
3/29/23,Hubert,5.0
3/30/23,Hubert,8.0
3/31/23,Hubert,0.0
4/1/23,Hubert,0.0
4/2/23,Hubert,0.0
4/3/23,Hubert,0.0
4/4/23,Hubert,0.0
4/5/23,Hubert,2.0
4/6/23,Hubert,0.0
4/7/23,Hubert,7.0
4/8/23,Hubert,3.0
4/9/23,Hubert,0.0
4/10/23,Hubert,3.0
4/11/23,Hubert,8.0
4/12/23,Hubert,6.0
4/13/23,Hubert,2.0
4/14/23,Hubert,1.0
4/15/23,Hubert,6.0
4/16/23,Hubert,5.0
4/17/23,Hubert,1.0
4/18/23,Hubert,0.0
4/19/23,Hubert,0.0
4/20/23,Hubert,0.0
4/21/23,Hubert,2.0
4/22/23,Hubert,3.0
4/23/23,Hubert,0.0
4/24/23,Hubert,0.0
4/25/23,Hubert,0.0
4/26/23,Hubert,0.0
4/27/23,Hubert,0.0
4/28/23,Hubert,0.0
4/29/23,Hubert,0.0
4/30/23,Hubert,3.0
5/1/23,Hubert,3.0
5/2/23,Hubert,13.0
5/3/23,Hubert,0.0
5/4/23,Hubert,1.0
5/5/23,Hubert,0.0
5/6/23,Hubert,3.0
5/7/23,Hubert,0.0
5/8/23,Hubert,0.0
5/9/23,Hubert,0.0
5/10/23,Hubert,0.0
5/11/23,Hubert,0.0
5/12/23,Hubert,1.0
8/13/22,Gio,0.0
8/14/22,Gio,0.0
8/15/22,Gio,0.0
8/16/22,Gio,1.0
8/17/22,Gio,0.0
8/18/22,Gio,0.0
8/19/22,Gio,1.0
8/20/22,Gio,0.0
8/21/22,Gio,2.0
8/22/22,Gio,0.0
8/23/22,Gio,0.0
8/24/22,Gio,0.0
8/25/22,Gio,0.0
8/26/22,Gio,1.0
8/27/22,Gio,0.0
8/28/22,Gio,0.0
8/29/22,Gio,0.0
8/30/22,Gio,0.0
8/31/22,Gio,0.0
9/1/22,Gio,1.0
9/2/22,Gio,0.0
9/3/22 ,Gio,0.0
9/4/22,Gio,0.0
9/5/22,Gio,9.0
9/6/22,Gio,0.0
9/7/22,Gio,0.0
9/8/22,Gio,0.0
9/9/22,Gio,1.0
9/10/22,Gio,2.0
9/11/22,Gio,6.0
9/12/22,Gio,0.0
9/13/22,Gio,0.0
9/14/22,Gio,0.0
9/15/22,Gio,0.0
9/16/22,Gio,0.0
9/17/22,Gio,4.0
9/18/22,Gio,1.0
9/19/22,Gio,3.0
9/20/22,Gio,0.0
9/21/22,Gio,0.0
9/22/22,Gio,0.0
9/23/22,Gio,0.0
9/24/22,Gio,11.0
9/25/22,Gio,0.0
9/26/22,Gio,1.0
9/27/22,Gio,6.0
9/28/22,Gio,0.0
9/29/22,Gio,0.0
9/30/22,Gio,1.0
10/1/22,Gio,0.0
10/2/22,Gio,1.0
10/3/22,Gio,3.0
10/4/22,Gio,4.0
10/5/22,Gio,0.0
10/6/22,Gio,1.0
10/7/22,Gio,0.0
10/8/22,Gio,3.0
10/9/22,Gio,0.0
10/10/22,Gio,0.0
10/11/22,Gio,3.0
10/12/22,Gio,0.0
10/13/22,Gio,0.0
10/14/22,Gio,13.0
10/15/22,Gio,6.0
10/16/22,Gio,0.0
10/17/22,Gio,2.0
10/18/22,Gio,6.0
10/19/22,Gio,0.0
10/20/22,Gio,0.0
10/21/22,Gio,11.0
10/22/22,Gio,11.0
10/23/22,Gio,1.0
10/24/22,Gio,0.0
10/25/22,Gio,3.0
10/26/22,Gio,1.0
10/27/22,Gio,0.0
10/28/22,Gio,4.0
10/29/22,Gio,3.0
10/30/22,Gio,3.0
10/31/22,Gio,5.0
11/1/22,Gio,0.0
11/2/22,Gio,1.0
11/3/22,Gio,0.0
11/4/22,Gio,0.0
11/5/22,Gio,3.0
11/6/22,Gio,0.0
11/7/22,Gio,1.0
11/8/22,Gio,6.0
11/9/22,Gio,1.0
11/10/22,Gio,6.0
11/11/22,Gio,0.0
11/12/22,Gio,1.0
11/13/22,Gio,0.0
11/14/22,Gio,0.0
11/15/22,Gio,3.0
11/16/22,Gio,0.0
11/17/22,Gio,2.0
11/18/22,Gio,0.0
11/19/22,Gio,1.0
11/20/22,Gio,0.0
11/21/22,Gio,0.0
11/22/22,Gio,2.0
11/23/22,Gio,0.0
11/24/22,Gio,0.0
11/25/22,Gio,0.0
11/26/22,Gio,1.0
11/27/22,Gio,0.0
11/28/22,Gio,0.0
11/29/22,Gio,1.0
11/30/22,Gio,0.0
12/1/22,Gio,0.0
12/2/22,Gio,0.0
12/3/22,Gio,2.0
12/4/22,Gio,0.0
12/5/22,Gio,0.0
12/6/22,Gio,2.0
12/7/22,Gio,1.0
12/8/22,Gio,1.0
12/9/22,Gio,0.0
12/10/22,Gio,1.0
12/11/22,Gio,0.0
12/12/22,Gio,0.0
12/13/22,Gio,2.0
12/14/22,Gio,1.0
12/15/22,Gio,1.0
12/16/22,Gio,1.0
12/17/22,Gio,2.0
1/14/23,Gio,0.0
1/15/23,Gio,0.0
1/16/23,Gio,0.0
1/17/23,Gio,1.0
1/18/23,Gio,0.0
1/19/23,Gio,1.0
1/20/23,Gio,0.0
1/21/23,Gio,1.0
1/22/23,Gio,0.0
1/23/23,Gio,0.0
1/24/23,Gio,0.0
1/25/23,Gio,0.0
1/26/23,Gio,0.0
1/27/23,Gio,1.0
1/28/23,Gio,0.0
1/29/23,Gio,0.0
1/30/23,Gio,0.0
1/31/23,Gio,3.0
2/1/23,Gio,0.0
2/2/23,Gio,0.0
2/3/23,Gio,0.0
2/4/23,Gio,0.0
2/5/23,Gio,0.0
2/6/23,Gio,0.0
2/7/23,Gio,0.0
2/8/23,Gio,0.0
2/9/23,Gio,9.0
2/10/23,Gio,3.0
2/11/23,Gio,0.0
2/12/23,Gio,0.0
2/13/23,Gio,0.0
2/14/23,Gio,1.0
2/15/23,Gio,0.0
2/16/23,Gio,1.0
2/17/23,Gio,0.0
2/18/23,Gio,0.0
2/19/23,Gio,0.0
2/20/23,Gio,0.0
2/21/23,Gio,0.0
2/22/23,Gio,0.0
2/23/23,Gio,0.0
2/24/23,Gio,0.0
2/25/23,Gio,0.0
2/26/23,Gio,0.0
2/27/23,Gio,0.0
2/28/23,Gio,0.0
3/1/23,Gio,1.0
3/2/23,Gio,0.0
3/3/23,Gio,0.0
3/4/23,Gio,0.0
3/5/23,Gio,1.0
3/6/23,Gio,0.0
3/7/23,Gio,0.0
3/8/23,Gio,0.0
3/9/23,Gio,0.0
3/10/23,Gio,0.0
3/11/23,Gio,0.0
3/12/23,Gio,0.0
3/13/23,Gio,0.0
3/14/23,Gio,0.0
3/15/23,Gio,0.0
3/16/23,Gio,0.0
3/17/23,Gio,1.0
3/18/23,Gio,0.0
3/19/23,Gio,0.0
3/20/23,Gio,0.0
3/21/23,Gio,1.0
3/22/23,Gio,1.0
3/23/23,Gio,0.0
3/24/23,Gio,0.0
3/25/23,Gio,0.0
3/27/23,Gio,0.0
3/28/23,Gio,2.0
3/29/23,Gio,0.0
3/30/23,Gio,0.0
3/31/23,Gio,0.0
4/1/23,Gio,0.0
4/2/23,Gio,0.0
4/3/23,Gio,2.0
4/4/23,Gio,0.0
4/5/23,Gio,0.0
4/6/23,Gio,0.0
4/7/23,Gio,2.0
4/8/23,Gio,0.0
4/9/23,Gio,0.0
4/10/23,Gio,0.0
4/11/23,Gio,0.0
4/12/23,Gio,0.0
4/13/23,Gio,0.0
4/14/23,Gio,0.0
4/15/23,Gio,0.0
4/16/23,Gio,0.0
4/17/23,Gio,0.0
4/18/23,Gio,0.0
4/19/23,Gio,0.0
4/20/23,Gio,0.0
4/21/23,Gio,0.0
4/22/23,Gio,0.0
4/23/23,Gio,0.0
4/24/23,Gio,0.0
4/25/23,Gio,0.0
4/26/23,Gio,0.0
4/27/23,Gio,1.0
4/28/23,Gio,0.0
4/29/23,Gio,2.0
4/30/23,Gio,0.0
5/1/23,Gio,0.0
5/2/23,Gio,1.0
5/3/23,Gio,0.0
5/4/23,Gio,0.0
5/5/23,Gio,2.0
5/6/23,Gio,0.0
5/7/23,Gio,0.0
5/8/23,Gio,0.0
5/9/23,Gio,1.0
5/10/23,Gio,1.0
5/11/23,Gio,0.0
5/12/23,Gio,2.0
8/13/22,Yuki,0.0
8/14/22,Yuki,0.0
8/15/22,Yuki,0.0
8/16/22,Yuki,0.0
8/17/22,Yuki,0.0
8/18/22,Yuki,0.0
8/19/22,Yuki,0.0
8/20/22,Yuki,0.0
8/21/22,Yuki,0.0
8/22/22,Yuki,0.0
8/23/22,Yuki,0.0
8/24/22,Yuki,0.0
8/25/22,Yuki,0.0
8/26/22,Yuki,0.0
8/27/22,Yuki,0.0
8/28/22,Yuki,0.0
8/29/22,Yuki,0.0
8/30/22,Yuki,0.0
8/31/22,Yuki,0.0
9/1/22,Yuki,0.0
9/2/22,Yuki,0.0
9/3/22 ,Yuki,0.0
9/4/22,Yuki,0.0
9/5/22,Yuki,0.0
9/6/22,Yuki,0.0
9/7/22,Yuki,0.0
9/8/22,Yuki,0.0
9/9/22,Yuki,0.0
9/10/22,Yuki,0.0
9/11/22,Yuki,0.0
9/12/22,Yuki,0.0
9/13/22,Yuki,0.0
9/14/22,Yuki,0.0
9/15/22,Yuki,0.0
9/16/22,Yuki,0.0
9/17/22,Yuki,0.0
9/18/22,Yuki,0.0
9/19/22,Yuki,0.0
9/20/22,Yuki,0.0
9/21/22,Yuki,0.0
9/22/22,Yuki,0.0
9/23/22,Yuki,0.0
9/24/22,Yuki,0.0
9/25/22,Yuki,0.0
9/26/22,Yuki,0.0
9/27/22,Yuki,0.0
9/28/22,Yuki,0.0
9/29/22,Yuki,0.0
9/30/22,Yuki,0.0
10/1/22,Yuki,0.0
10/2/22,Yuki,0.0
10/3/22,Yuki,0.0
10/4/22,Yuki,0.0
10/5/22,Yuki,1.0
10/6/22,Yuki,0.0
10/7/22,Yuki,0.0
10/8/22,Yuki,0.0
10/9/22,Yuki,0.0
10/10/22,Yuki,0.0
10/11/22,Yuki,0.0
10/12/22,Yuki,0.0
10/13/22,Yuki,0.0
10/14/22,Yuki,0.0
10/15/22,Yuki,0.0
10/16/22,Yuki,0.0
10/17/22,Yuki,0.0
10/18/22,Yuki,0.0
10/19/22,Yuki,0.0
10/20/22,Yuki,0.0
10/21/22,Yuki,0.0
10/22/22,Yuki,0.0
10/23/22,Yuki,0.0
10/24/22,Yuki,0.0
10/25/22,Yuki,0.0
10/26/22,Yuki,0.0
10/27/22,Yuki,0.0
10/28/22,Yuki,0.0
10/29/22,Yuki,0.0
10/30/22,Yuki,0.0
10/31/22,Yuki,0.0
11/1/22,Yuki,0.0
11/2/22,Yuki,0.0
11/3/22,Yuki,0.0
11/4/22,Yuki,0.0
11/5/22,Yuki,0.0
11/6/22,Yuki,0.0
11/7/22,Yuki,0.0
11/8/22,Yuki,0.0
11/9/22,Yuki,0.0
11/10/22,Yuki,0.0
11/11/22,Yuki,0.0
11/12/22,Yuki,1.0
11/13/22,Yuki,0.0
11/14/22,Yuki,0.0
11/15/22,Yuki,0.0
11/16/22,Yuki,0.0
11/17/22,Yuki,0.0
11/18/22,Yuki,0.0
11/19/22,Yuki,0.0
11/20/22,Yuki,0.0
11/21/22,Yuki,0.0
11/22/22,Yuki,0.0
11/23/22,Yuki,0.0
11/24/22,Yuki,0.0
11/25/22,Yuki,0.0
11/26/22,Yuki,0.0
11/27/22,Yuki,0.0
11/28/22,Yuki,0.0
11/29/22,Yuki,0.0
11/30/22,Yuki,0.0
12/1/22,Yuki,0.0
12/2/22,Yuki,0.0
12/3/22,Yuki,0.0
12/4/22,Yuki,0.0
12/5/22,Yuki,0.0
12/6/22,Yuki,0.0
12/7/22,Yuki,0.0
12/8/22,Yuki,0.0
12/9/22,Yuki,0.0
12/10/22,Yuki,0.0
12/11/22,Yuki,0.0
12/12/22,Yuki,0.0
12/13/22,Yuki,0.0
12/14/22,Yuki,0.0
12/15/22,Yuki,0.0
12/16/22,Yuki,0.0
12/17/22,Yuki,0.0
1/14/23,Yuki,0.0
1/15/23,Yuki,0.0
1/16/23,Yuki,0.0
1/17/23,Yuki,0.0
1/18/23,Yuki,0.0
1/19/23,Yuki,2.0
1/20/23,Yuki,0.0
1/21/23,Yuki,4.0
1/22/23,Yuki,0.0
1/23/23,Yuki,1.0
1/24/23,Yuki,0.0
1/25/23,Yuki,0.0
1/26/23,Yuki,4.0
1/27/23,Yuki,0.0
1/28/23,Yuki,0.0
1/29/23,Yuki,0.0
1/30/23,Yuki,0.0
1/31/23,Yuki,0.0
2/1/23,Yuki,0.0
2/2/23,Yuki,3.0
2/3/23,Yuki,0.0
2/4/23,Yuki,0.0
2/5/23,Yuki,0.0
2/6/23,Yuki,0.0
2/7/23,Yuki,1.0
2/8/23,Yuki,3.0
2/9/23,Yuki,0.0
2/10/23,Yuki,9.0
2/11/23,Yuki,0.0
2/12/23,Yuki,3.0
2/13/23,Yuki,2.0
2/14/23,Yuki,1.0
2/15/23,Yuki,24.0
2/16/23,Yuki,2.0
2/17/23,Yuki,1.0
2/18/23,Yuki,4.0
2/19/23,Yuki,0.0
2/20/23,Yuki,0.0
2/21/23,Yuki,3.0
2/22/23,Yuki,17.0
2/23/23,Yuki,0.0
2/24/23,Yuki,1.0
2/25/23,Yuki,0.0
2/26/23,Yuki,1.0
2/27/23,Yuki,0.0
2/28/23,Yuki,0.0
3/1/23,Yuki,1.0
3/2/23,Yuki,6.0
3/3/23,Yuki,0.0
3/4/23,Yuki,0.0
3/5/23,Yuki,0.0
3/6/23,Yuki,0.0
3/7/23,Yuki,0.0
3/8/23,Yuki,0.0
3/9/23,Yuki,0.0
3/10/23,Yuki,1.0
3/11/23,Yuki,6.0
3/12/23,Yuki,4.0
3/13/23,Yuki,0.0
3/14/23,Yuki,1.0
3/15/23,Yuki,0.0
3/16/23,Yuki,8.0
3/17/23,Yuki,1.0
3/18/23,Yuki,3.0
3/19/23,Yuki,0.0
3/20/23,Yuki,0.0
3/21/23,Yuki,2.0
3/22/23,Yuki,0.0
3/23/23,Yuki,4.0
3/24/23,Yuki,0.0
3/25/23,Yuki,8.0
3/27/23,Yuki,3.0
3/28/23,Yuki,0.0
3/29/23,Yuki,2.0
3/30/23,Yuki,0.0
3/31/23,Yuki,0.0
4/1/23,Yuki,0.0
4/2/23,Yuki,0.0
4/3/23,Yuki,0.0
4/4/23,Yuki,0.0
4/5/23,Yuki,0.0
4/6/23,Yuki,10.0
4/7/23,Yuki,2.0
4/8/23,Yuki,0.0
4/9/23,Yuki,0.0
4/10/23,Yuki,0.0
4/11/23,Yuki,0.0
4/12/23,Yuki,4.0
4/13/23,Yuki,3.0
4/14/23,Yuki,0.0
4/15/23,Yuki,1.0
4/16/23,Yuki,2.0
4/17/23,Yuki,1.0
4/18/23,Yuki,3.0
4/19/23,Yuki,0.0
4/20/23,Yuki,0.0
4/21/23,Yuki,0.0
4/22/23,Yuki,0.0
4/23/23,Yuki,1.0
4/24/23,Yuki,0.0
4/25/23,Yuki,1.0
4/26/23,Yuki,0.0
4/27/23,Yuki,0.0
4/28/23,Yuki,0.0
4/29/23,Yuki,4.0
4/30/23,Yuki,0.0
5/1/23,Yuki,0.0
5/2/23,Yuki,0.0
5/3/23,Yuki,0.0
5/4/23,Yuki,0.0
5/5/23,Yuki,0.0
5/6/23,Yuki,0.0
5/7/23,Yuki,0.0
5/8/23,Yuki,0.0
5/9/23,Yuki,0.0
5/10/23,Yuki,10.0
5/11/23,Yuki,2.0
5/12/23,Yuki,1.0
8/13/22,Jerry,0.0
8/14/22,Jerry,0.0
8/15/22,Jerry,0.0
8/16/22,Jerry,0.0
8/17/22,Jerry,0.0
8/18/22,Jerry,0.0
8/19/22,Jerry,0.0
8/20/22,Jerry,0.0
8/21/22,Jerry,0.0
8/22/22,Jerry,0.0
8/23/22,Jerry,0.0
8/24/22,Jerry,0.0
8/25/22,Jerry,2.0
8/26/22,Jerry,2.0
8/27/22,Jerry,0.0
8/28/22,Jerry,0.0
8/29/22,Jerry,6.0
8/30/22,Jerry,1.0
8/31/22,Jerry,0.0
9/1/22,Jerry,0.0
9/2/22,Jerry,0.0
9/3/22 ,Jerry,2.0
9/4/22,Jerry,0.0
9/5/22,Jerry,2.0
9/6/22,Jerry,0.0
9/7/22,Jerry,0.0
9/8/22,Jerry,0.0
9/9/22,Jerry,0.0
9/10/22,Jerry,0.0
9/11/22,Jerry,0.0
9/12/22,Jerry,0.0
9/13/22,Jerry,0.0
9/14/22,Jerry,0.0
9/15/22,Jerry,0.0
9/16/22,Jerry,1.0
9/17/22,Jerry,0.0
9/18/22,Jerry,0.0
9/19/22,Jerry,0.0
9/20/22,Jerry,1.0
9/21/22,Jerry,0.0
9/22/22,Jerry,0.0
9/23/22,Jerry,0.0
9/24/22,Jerry,0.0
9/25/22,Jerry,0.0
9/26/22,Jerry,0.0
9/27/22,Jerry,2.0
9/28/22,Jerry,0.0
9/29/22,Jerry,1.0
9/30/22,Jerry,0.0
10/1/22,Jerry,0.0
10/2/22,Jerry,0.0
10/3/22,Jerry,8.0
10/4/22,Jerry,2.0
10/5/22,Jerry,0.0
10/6/22,Jerry,0.0
10/7/22,Jerry,0.0
10/8/22,Jerry,0.0
10/9/22,Jerry,0.0
10/10/22,Jerry,0.0
10/11/22,Jerry,0.0
10/12/22,Jerry,0.0
10/13/22,Jerry,0.0
10/14/22,Jerry,1.0
10/15/22,Jerry,0.0
10/16/22,Jerry,0.0
10/17/22,Jerry,1.0
10/18/22,Jerry,0.0
10/19/22,Jerry,0.0
10/20/22,Jerry,0.0
10/21/22,Jerry,0.0
10/22/22,Jerry,0.0
10/23/22,Jerry,0.0
10/24/22,Jerry,0.0
10/25/22,Jerry,0.0
10/26/22,Jerry,0.0
10/27/22,Jerry,0.0
10/28/22,Jerry,0.0
10/29/22,Jerry,0.0
10/30/22,Jerry,1.0
10/31/22,Jerry,0.0
11/1/22,Jerry,1.0
11/2/22,Jerry,0.0
11/3/22,Jerry,0.0
11/4/22,Jerry,1.0
11/5/22,Jerry,0.0
11/6/22,Jerry,0.0
11/7/22,Jerry,0.0
11/8/22,Jerry,0.0
11/9/22,Jerry,0.0
11/10/22,Jerry,0.0
11/11/22,Jerry,0.0
11/12/22,Jerry,1.0
11/13/22,Jerry,0.0
11/14/22,Jerry,0.0
11/15/22,Jerry,0.0
11/16/22,Jerry,0.0
11/17/22,Jerry,0.0
11/18/22,Jerry,0.0
11/19/22,Jerry,0.0
11/20/22,Jerry,0.0
11/21/22,Jerry,0.0
11/22/22,Jerry,5.0
11/23/22,Jerry,3.0
11/24/22,Jerry,0.0
11/25/22,Jerry,1.0
11/26/22,Jerry,0.0
11/27/22,Jerry,3.0
11/28/22,Jerry,1.0
11/29/22,Jerry,1.0
11/30/22,Jerry,0.0
12/1/22,Jerry,0.0
12/2/22,Jerry,0.0
12/3/22,Jerry,0.0
12/4/22,Jerry,0.0
12/5/22,Jerry,0.0
12/6/22,Jerry,0.0
12/7/22,Jerry,0.0
12/8/22,Jerry,0.0
12/9/22,Jerry,1.0
12/10/22,Jerry,7.0
12/11/22,Jerry,0.0
12/12/22,Jerry,0.0
12/13/22,Jerry,0.0
12/14/22,Jerry,0.0
12/15/22,Jerry,5.0
12/16/22,Jerry,1.0
12/17/22,Jerry,0.0
1/14/23,Jerry,1.0
1/15/23,Jerry,0.0
1/16/23,Jerry,0.0
1/17/23,Jerry,7.0
1/18/23,Jerry,0.0
1/19/23,Jerry,1.0
1/20/23,Jerry,0.0
1/21/23,Jerry,0.0
1/22/23,Jerry,0.0
1/23/23,Jerry,0.0
1/24/23,Jerry,0.0
1/25/23,Jerry,0.0
1/26/23,Jerry,0.0
1/27/23,Jerry,0.0
1/28/23,Jerry,3.0
1/29/23,Jerry,0.0
1/30/23,Jerry,2.0
1/31/23,Jerry,0.0
2/1/23,Jerry,1.0
2/2/23,Jerry,2.0
2/3/23,Jerry,0.0
2/4/23,Jerry,0.0
2/5/23,Jerry,0.0
2/6/23,Jerry,1.0
2/7/23,Jerry,1.0
2/8/23,Jerry,0.0
2/9/23,Jerry,0.0
2/10/23,Jerry,0.0
2/11/23,Jerry,0.0
2/12/23,Jerry,0.0
2/13/23,Jerry,0.0
2/14/23,Jerry,1.0
2/15/23,Jerry,3.0
2/16/23,Jerry,0.0
2/17/23,Jerry,0.0
2/18/23,Jerry,2.0
2/19/23,Jerry,0.0
2/20/23,Jerry,2.0
2/21/23,Jerry,1.0
2/22/23,Jerry,0.0
2/23/23,Jerry,0.0
2/24/23,Jerry,0.0
2/25/23,Jerry,0.0
2/26/23,Jerry,0.0
2/27/23,Jerry,0.0
2/28/23,Jerry,0.0
3/1/23,Jerry,0.0
3/2/23,Jerry,0.0
3/3/23,Jerry,0.0
3/4/23,Jerry,0.0
3/5/23,Jerry,0.0
3/6/23,Jerry,0.0
3/7/23,Jerry,0.0
3/8/23,Jerry,0.0
3/9/23,Jerry,0.0
3/10/23,Jerry,0.0
3/11/23,Jerry,0.0
3/12/23,Jerry,0.0
3/13/23,Jerry,2.0
3/14/23,Jerry,5.0
3/15/23,Jerry,0.0
3/16/23,Jerry,2.0
3/17/23,Jerry,0.0
3/18/23,Jerry,0.0
3/19/23,Jerry,0.0
3/20/23,Jerry,0.0
3/21/23,Jerry,1.0
3/22/23,Jerry,2.0
3/23/23,Jerry,9.0
3/24/23,Jerry,0.0
3/25/23,Jerry,3.0
3/27/23,Jerry,0.0
3/28/23,Jerry,6.0
3/29/23,Jerry,0.0
3/30/23,Jerry,5.0
3/31/23,Jerry,0.0
4/1/23,Jerry,0.0
4/2/23,Jerry,1.0
4/3/23,Jerry,0.0
4/4/23,Jerry,6.0
4/5/23,Jerry,0.0
4/6/23,Jerry,1.0
4/7/23,Jerry,0.0
4/8/23,Jerry,9.0
4/9/23,Jerry,0.0
4/10/23,Jerry,0.0
4/11/23,Jerry,0.0
4/12/23,Jerry,0.0
4/13/23,Jerry,0.0
4/14/23,Jerry,0.0
4/15/23,Jerry,2.0
4/16/23,Jerry,0.0
4/17/23,Jerry,1.0
4/18/23,Jerry,0.0
4/19/23,Jerry,0.0
4/20/23,Jerry,0.0
4/21/23,Jerry,0.0
4/22/23,Jerry,0.0
4/23/23,Jerry,0.0
4/24/23,Jerry,0.0
4/25/23,Jerry,0.0
4/26/23,Jerry,3.0
4/27/23,Jerry,3.0
4/28/23,Jerry,0.0
4/29/23,Jerry,3.0
4/30/23,Jerry,0.0
5/1/23,Jerry,1.0
5/2/23,Jerry,7.0
5/3/23,Jerry,0.0
5/4/23,Jerry,0.0
5/5/23,Jerry,0.0
5/6/23,Jerry,0.0
5/7/23,Jerry,0.0
5/8/23,Jerry,0.0
5/9/23,Jerry,0.0
5/10/23,Jerry,0.0
5/11/23,Jerry,2.0
5/12/23,Jerry,1.0
8/13/22,Nathan,0.0
8/14/22,Nathan,0.0
8/15/22,Nathan,0.0
8/16/22,Nathan,0.0
8/17/22,Nathan,0.0
8/18/22,Nathan,0.0
8/19/22,Nathan,0.0
8/20/22,Nathan,0.0
8/21/22,Nathan,0.0
8/22/22,Nathan,0.0
8/23/22,Nathan,0.0
8/24/22,Nathan,0.0
8/25/22,Nathan,0.0
8/26/22,Nathan,0.0
8/27/22,Nathan,0.0
8/28/22,Nathan,0.0
8/29/22,Nathan,0.0
8/30/22,Nathan,0.0
8/31/22,Nathan,0.0
9/1/22,Nathan,0.0
9/2/22,Nathan,0.0
9/3/22 ,Nathan,0.0
9/4/22,Nathan,0.0
9/5/22,Nathan,0.0
9/6/22,Nathan,0.0
9/7/22,Nathan,0.0
9/8/22,Nathan,0.0
9/9/22,Nathan,0.0
9/10/22,Nathan,0.0
9/11/22,Nathan,0.0
9/12/22,Nathan,0.0
9/13/22,Nathan,0.0
9/14/22,Nathan,0.0
9/15/22,Nathan,0.0
9/16/22,Nathan,1.0
9/17/22,Nathan,0.0
9/18/22,Nathan,0.0
9/19/22,Nathan,1.0
9/20/22,Nathan,0.0
9/21/22,Nathan,0.0
9/22/22,Nathan,0.0
9/23/22,Nathan,0.0
9/24/22,Nathan,0.0
9/25/22,Nathan,0.0
9/26/22,Nathan,0.0
9/27/22,Nathan,0.0
9/28/22,Nathan,0.0
9/29/22,Nathan,0.0
9/30/22,Nathan,0.0
10/1/22,Nathan,0.0
10/2/22,Nathan,0.0
10/3/22,Nathan,1.0
10/4/22,Nathan,0.0
10/5/22,Nathan,0.0
10/6/22,Nathan,0.0
10/7/22,Nathan,1.0
10/8/22,Nathan,0.0
10/9/22,Nathan,0.0
10/10/22,Nathan,0.0
10/11/22,Nathan,0.0
10/12/22,Nathan,1.0
10/13/22,Nathan,0.0
10/14/22,Nathan,0.0
10/15/22,Nathan,0.0
10/16/22,Nathan,0.0
10/17/22,Nathan,0.0
10/18/22,Nathan,0.0
10/19/22,Nathan,0.0
10/20/22,Nathan,0.0
10/21/22,Nathan,0.0
10/22/22,Nathan,0.0
10/23/22,Nathan,0.0
10/24/22,Nathan,0.0
10/25/22,Nathan,0.0
10/26/22,Nathan,0.0
10/27/22,Nathan,0.0
10/28/22,Nathan,0.0
10/29/22,Nathan,0.0
10/30/22,Nathan,0.0
10/31/22,Nathan,0.0
11/1/22,Nathan,0.0
11/2/22,Nathan,1.0
11/3/22,Nathan,0.0
11/4/22,Nathan,0.0
11/5/22,Nathan,0.0
11/6/22,Nathan,0.0
11/7/22,Nathan,0.0
11/8/22,Nathan,0.0
11/9/22,Nathan,0.0
11/10/22,Nathan,0.0
11/11/22,Nathan,0.0
11/12/22,Nathan,1.0
11/13/22,Nathan,0.0
11/14/22,Nathan,0.0
11/15/22,Nathan,0.0
11/16/22,Nathan,0.0
11/17/22,Nathan,0.0
11/18/22,Nathan,1.0
11/19/22,Nathan,0.0
11/20/22,Nathan,0.0
11/21/22,Nathan,0.0
11/22/22,Nathan,0.0
11/23/22,Nathan,0.0
11/24/22,Nathan,0.0
11/25/22,Nathan,0.0
11/26/22,Nathan,0.0
11/27/22,Nathan,0.0
11/28/22,Nathan,0.0
11/29/22,Nathan,0.0
11/30/22,Nathan,1.0
12/1/22,Nathan,0.0
12/2/22,Nathan,0.0
12/3/22,Nathan,0.0
12/4/22,Nathan,0.0
